"rental_id","rental_date","rental_month","customer_id","customer_name","total_rents","active","city","country","film_id","film_title","category","length","inventory_id","store_id","staff_id","staff_name","payment_amount","payment_date","rental_duration"
4863,"2005-07-08","July     ",431,"Joel Francisco",1,1,"Sucre","Bolivia",1,"Academy Dinosaur","Documentary",86,1,2,2,"Jon Stephens",0.99,"2007-04-08",6
4864,"2005-07-08","July     ",281,"Leona Obrien",1,1,"Fuzhou","China",651,"Packer Madigan","Animation",84,2974,2,2,"Jon Stephens",6.99,"2007-04-08",3
4865,"2005-07-08","July     ",418,"Jeff East",1,1,"San Felipe de Puerto Plata","Dominican Republic",353,"Gentlemen Stage","Foreign",125,1614,2,2,"Jon Stephens",2.99,"2007-04-08",6
4866,"2005-07-08","July     ",278,"Billie Horton",1,1,"Inegl","Turkey",879,"Telegraph Voyage","Music",148,4036,2,2,"Jon Stephens",8.99,"2007-04-08",3
4867,"2005-07-08","July     ",593,"Rene Mcalister",1,1,"Garden Grove","United States",891,"Timberland Sky","Classics",69,4090,2,2,"Jon Stephens",0.99,"2007-04-08",3
4868,"2005-07-08","July     ",307,"Joseph Joy",1,1,"Angra dos Reis","Brazil",255,"Driving Polish","Music",175,1157,2,2,"Jon Stephens",4.99,"2007-04-08",6
4869,"2005-07-08","July     ",376,"Randy Gaither",1,1,"Kurgan","Russian Federation",626,"Noon Papi","Children",57,2860,1,1,"Mike Hillyer",4.99,"2007-04-08",5
4870,"2005-07-08","July     ",260,"Christy Vargas",1,1,"Datong","China",679,"Pilot Hoosiers","Family",50,3089,2,2,"Jon Stephens",2.99,"2007-04-08",6
4871,"2005-07-08","July     ",210,"Ella Oliver",1,1,"Aden","Yemen",551,"Maiden Home","New",138,2509,2,2,"Jon Stephens",6.99,"2007-04-08",3
4872,"2005-07-08","July     ",103,"Gladys Hamilton",1,1,"Ilorin","Nigeria",398,"Hanover Galaxy","Music",47,1836,2,2,"Jon Stephens",4.99,"2007-04-08",5
4873,"2005-07-08","July     ",473,"Jorge Olivares",1,1,"Lhokseumawe","Indonesia",982,"Women Dorado","Action",126,4500,1,1,"Mike Hillyer",0.99,"2007-04-08",4
4874,"2005-07-08","July     ",223,"Melinda Fernandez",1,1,"Mandi Bahauddin","Pakistan",521,"Lies Treatment","Drama",147,2386,2,2,"Jon Stephens",4.99,"2007-04-08",7
4875,"2005-07-08","July     ",555,"Dwight Lombardi",1,1,"Chatsworth","South Africa",184,"Core Suit","Classics",92,843,2,2,"Jon Stephens",2.99,"2007-04-08",3
4876,"2005-07-08","July     ",283,"Felicia Sutton",1,1,"Korla","China",427,"Homeward Cider","Documentary",103,1959,1,1,"Mike Hillyer",1.99,"2007-04-08",5
4877,"2005-07-08","July     ",287,"Becky Miles",1,1,"Tambaram","India",402,"Harper Dying","Animation",52,1846,1,1,"Mike Hillyer",4.99,"2007-04-08",3
4878,"2005-07-08","July     ",172,"Bernice Willis",1,1,"Batman","Turkey",873,"Sweethearts Suspects","Children",108,4009,1,1,"Mike Hillyer",6.99,"2007-04-08",3
4879,"2005-07-08","July     ",196,"Alma Austin",1,1,"Mannheim","Germany",308,"Ferris Mother","Comedy",142,1406,1,1,"Mike Hillyer",2.99,"2007-04-08",3
4880,"2005-07-08","July     ",269,"Cassandra Walters",1,1,"Salinas","United States",908,"Trap Guys","Foreign",110,4178,1,1,"Mike Hillyer",6.99,"2007-04-08",3
4881,"2005-07-08","July     ",349,"Joe Gilliland",1,1,"Imus","Philippines",947,"Vision Torque","Foreign",59,4346,2,2,"Jon Stephens",0.99,"2007-04-08",5
4882,"2005-07-08","July     ",184,"Vivian Ruiz",1,1,"s-Hertogenbosch","Netherlands",991,"Worst Banger","Action",185,4540,1,1,"Mike Hillyer",6.99,"2007-04-08",4
4883,"2005-07-08","July     ",563,"Ken Prewitt",1,1,"Bucuresti","Romania",301,"Family Sweet","Horror",155,1366,1,1,"Mike Hillyer",0.99,"2007-04-08",4
4884,"2005-07-08","July     ",425,"Francis Sikes",1,1,"San Juan Bautista Tuxtepec","Mexico",775,"Seattle Expecations","Drama",110,3543,2,2,"Jon Stephens",7.99,"2007-04-08",4
4885,"2005-07-08","July     ",233,"Lillie Kim",1,1,"Idfu","Egypt",98,"Bright Encounters","Drama",73,442,2,2,"Jon Stephens",4.99,"2007-04-08",4
4886,"2005-07-08","July     ",474,"Dustin Gillette",1,1,"Emmen","Netherlands",745,"Roses Treasure","Sports",162,3393,1,1,"Mike Hillyer",4.99,"2007-04-08",5
4887,"2005-07-08","July     ",543,"Lance Pemberton",1,1,"Beni-Mellal","Morocco",789,"Shock Cabin","Foreign",79,3613,1,1,"Mike Hillyer",2.99,"2007-04-08",7
4888,"2005-07-08","July     ",527,"Cory Meehan",1,1,"Mogiljov","Belarus",270,"Earth Vision","New",85,1220,2,2,"Jon Stephens",0.99,"2007-04-08",7
4889,"2005-07-08","July     ",5,"Elizabeth Brown",1,1,"Nantou","Taiwan",975,"Willow Tracy","Family",137,4463,2,2,"Jon Stephens",2.99,"2007-04-08",6
4890,"2005-07-08","July     ",574,"Julian Vest",1,1,"Akishima","Japan",782,"Shakespeare Saddle","Sports",60,3576,2,2,"Jon Stephens",2.99,"2007-04-08",6
4891,"2005-07-08","July     ",59,"Cheryl Murphy",1,1,"Mysore","India",388,"Gunfight Moon","Comedy",70,1787,1,1,"Mike Hillyer",3.99,"2007-04-08",5
4892,"2005-07-08","July     ",193,"Katie Elliott",1,1,"Kisumu","Kenya",779,"Sense Greek","Sports",54,3566,1,1,"Mike Hillyer",6.99,"2007-04-08",4
4893,"2005-07-08","July     ",210,"Ella Oliver",1,1,"Aden","Yemen",447,"Ice Crossing","Games",131,2060,2,2,"Jon Stephens",4.99,"2007-04-08",5
4894,"2005-07-08","July     ",286,"Velma Lucas",1,1,"Effon-Alaiye","Nigeria",230,"Diary Panic","Drama",107,1028,1,1,"Mike Hillyer",2.99,"2007-04-08",7
4895,"2005-07-08","July     ",242,"Glenda Frazier",1,1,"Qinhuangdao","China",574,"Midnight Westward","Action",86,2620,1,1,"Mike Hillyer",1.99,"2007-04-08",3
4896,"2005-07-08","July     ",129,"Carrie Porter",1,1,"Liaocheng","China",660,"Party Knock","Comedy",107,3006,1,1,"Mike Hillyer",2.99,"2007-04-08",7
4897,"2005-07-08","July     ",258,"Myrtle Fleming",1,1,"Santiago de los Caballeros","Dominican Republic",647,"Outfield Massacre","Music",129,2950,1,1,"Mike Hillyer",0.99,"2007-04-08",4
4898,"2005-07-08","July     ",218,"Vera Mccoy",1,1,"Kabul","Afghanistan",706,"Queen Luke","Drama",163,3212,2,2,"Jon Stephens",6.99,"2007-04-08",5
4899,"2005-07-08","July     ",32,"Amy Lopez",1,1,"Jhansi","India",91,"Bound Cheaper","Classics",98,414,1,1,"Mike Hillyer",0.99,"2007-04-08",5
4900,"2005-07-08","July     ",426,"Bradley Motley",1,1,"Purnea (Purnia)","India",764,"Saturday Lambs","Sports",150,3487,2,2,"Jon Stephens",4.99,"2007-04-08",3
4901,"2005-07-08","July     ",507,"Edgar Rhoads",1,1,"Eskisehir","Turkey",473,"Jacket Frisco","Drama",181,2187,1,1,"Mike Hillyer",2.99,"2007-04-08",5
4902,"2005-07-08","July     ",554,"Dwayne Olvera",1,1,"Rajkot","India",484,"Jerk Paycheck","Classics",172,2238,2,2,"Jon Stephens",4.99,"2007-04-08",3
4903,"2005-07-08","July     ",132,"Esther Crawford",1,1,"Botshabelo","South Africa",383,"Groove Fiction","Sports",111,1769,1,1,"Mike Hillyer",0.99,"2007-04-08",6
4904,"2005-07-08","July     ",173,"Audrey Ray",1,1,"Graz","Austria",445,"Hyde Doctor","Classics",100,2051,1,1,"Mike Hillyer",7.99,"2007-04-08",5
4905,"2005-07-08","July     ",246,"Marian Mendoza",1,1,"Maring","Brazil",893,"Titans Jerk","Sci-Fi",91,4101,2,2,"Jon Stephens",4.99,"2007-04-08",4
4906,"2005-07-08","July     ",490,"Sam Mcduffie",1,1,"Sogamoso","Colombia",334,"Freddy Storm","Horror",65,1527,2,2,"Jon Stephens",5.99,"2007-04-08",6
4907,"2005-07-08","July     ",209,"Tonya Chapman",1,1,"Bhilwara","India",268,"Early Home","Animation",96,1206,2,2,"Jon Stephens",4.99,"2007-04-08",6
4908,"2005-07-08","July     ",160,"Erin Dunn",1,1,"Ljubertsy","Russian Federation",428,"Homicide Peach","Family",141,1963,2,2,"Jon Stephens",5.99,"2007-04-08",6
4909,"2005-07-08","July     ",228,"Allison Stanley",1,1,"Phnom Penh","Cambodia",317,"Fireball Philadelphia","Comedy",148,1451,1,1,"Mike Hillyer",0.99,"2007-04-08",4
4910,"2005-07-08","July     ",219,"Willie Howell",1,1,"Vicente Lpez","Argentina",804,"Sleeping Suspects","Horror",129,3675,2,2,"Jon Stephens",7.99,"2007-04-08",7
4911,"2005-07-08","July     ",66,"Janice Ward",1,1,"Malm","Sweden",979,"Witches Panic","Drama",100,4479,1,1,"Mike Hillyer",5.99,"2007-04-08",6
4912,"2005-07-08","July     ",275,"Carole Barnett",1,1,"Peoria","United States",438,"Human Graffiti","Games",68,2012,1,1,"Mike Hillyer",9.99,"2007-04-08",3
4913,"2005-07-08","July     ",368,"Harry Arce",1,0,"Najafabad","Iran",219,"Deep Crusade","Documentary",51,982,1,1,"Mike Hillyer",8.99,"2007-04-08",6
4914,"2005-07-08","July     ",535,"Javier Elrod",1,1,"NDjamna","Chad",67,"Berets Agent","Action",77,298,1,1,"Mike Hillyer",6.99,"2007-04-08",5
4915,"2005-07-08","July     ",178,"Marion Snyder",1,1,"Santa Brbara dOeste","Brazil",609,"Muscle Bright","Travel",185,2772,2,2,"Jon Stephens",2.99,"2007-04-08",7
4916,"2005-07-08","July     ",212,"Wilma Richards",1,1,"Bellevue","United States",588,"Model Fish","Children",175,2680,2,2,"Jon Stephens",6.99,"2007-04-08",4
4917,"2005-07-08","July     ",104,"Rita Graham",1,1,"Toulon","France",709,"Racer Egg","Drama",147,3231,1,1,"Mike Hillyer",2.99,"2007-04-08",7
4918,"2005-07-08","July     ",220,"Charlene Alvarez",1,1,"Zanzibar","Tanzania",836,"Squad Fish","Sports",136,3819,2,2,"Jon Stephens",2.99,"2007-04-08",3
4919,"2005-07-08","July     ",157,"Darlene Rose",1,1,"Pyongyang","North Korea",457,"Independence Hotel","Documentary",157,2106,1,1,"Mike Hillyer",0.99,"2007-04-08",5
4920,"2005-07-08","July     ",239,"Minnie Romero",1,1,"Ciomas","Indonesia",933,"Vampire Whale","New",126,4285,1,1,"Mike Hillyer",7.99,"2007-04-08",4
4921,"2005-07-08","July     ",109,"Edna West",1,1,"Klerksdorp","South Africa",93,"Brannigan Sunrise","New",121,425,2,2,"Jon Stephens",4.99,"2007-04-08",4
4922,"2005-07-08","July     ",577,"Clifton Malcolm",1,1,"Tanshui","Taiwan",644,"Oscar Gold","Animation",115,2928,2,2,"Jon Stephens",2.99,"2007-04-08",7
4923,"2005-07-08","July     ",18,"Carol Garcia",1,1,"Kaduna","Nigeria",206,"Dancing Fever","Documentary",144,932,2,2,"Jon Stephens",3.99,"2007-04-08",6
4924,"2005-07-08","July     ",180,"Stacy Cunningham",1,1,"Pereira","Colombia",946,"Virtual Spoilers","Family",144,4344,1,1,"Mike Hillyer",9.99,"2007-04-08",3
4925,"2005-07-08","July     ",68,"Nicole Peterson",1,1,"Shivapuri","India",468,"Invasion Cyclone","Children",97,2169,2,2,"Jon Stephens",3.99,"2007-04-08",5
4926,"2005-07-08","July     ",415,"Glenn Pullen",1,1,"Amersfoort","Netherlands",902,"Trading Pinocchio","Sports",170,4155,1,1,"Mike Hillyer",8.99,"2007-04-08",6
4927,"2005-07-08","July     ",136,"Anita Morales",1,1,"Hubli-Dharwad","India",562,"Masked Bubble","Music",151,2566,2,2,"Jon Stephens",0.99,"2007-04-08",6
4928,"2005-07-08","July     ",77,"Jane Bennett",1,1,"Araatuba","Brazil",951,"Voyage Legally","Classics",78,4363,2,2,"Jon Stephens",0.99,"2007-04-08",6
4929,"2005-07-08","July     ",297,"Sherri Rhodes",1,1,"Ahmadnagar","India",160,"Club Graffiti","Animation",65,734,2,2,"Jon Stephens",5.99,"2007-04-08",4
4930,"2005-07-08","July     ",451,"Jim Rea",1,1,"El Fuerte","Mexico",447,"Ice Crossing","Games",131,2057,2,2,"Jon Stephens",4.99,"2007-04-08",5
4931,"2005-07-08","July     ",284,"Sonia Gregory",1,1,"Benin City","Nigeria",603,"Movie Shakespeare","Family",53,2750,1,1,"Mike Hillyer",7.99,"2007-04-08",6
4932,"2005-07-08","July     ",558,"Jimmie Eggleston",1,0,"Wroclaw","Poland",921,"Uncut Suicides","Music",172,4237,2,2,"Jon Stephens",2.99,"2007-04-08",7
4933,"2005-07-08","July     ",579,"Daryl Larue",1,1,"Mosul","Iraq",72,"Bill Others","Documentary",93,322,2,2,"Jon Stephens",2.99,"2007-04-08",6
4934,"2005-07-08","July     ",517,"Brad Mccurdy",1,1,"Chungho","Taiwan",379,"Greedy Roots","Drama",166,1744,2,2,"Jon Stephens",0.99,"2007-04-08",7
4935,"2005-07-08","July     ",230,"Joy George",1,1,"Botosani","Romania",595,"Moon Bunch","Foreign",83,2708,2,2,"Jon Stephens",0.99,"2007-04-08",7
4936,"2005-07-08","July     ",298,"Erika Pena",1,1,"Oulu","Finland",443,"Hurricane Affair","Comedy",49,2033,2,2,"Jon Stephens",3.99,"2007-04-08",6
4937,"2005-07-08","July     ",273,"Priscilla Lowe",1,1,"Salamanca","Mexico",7,"Airplane Sierra","Comedy",62,33,2,2,"Jon Stephens",5.99,"2007-04-08",6
4938,"2005-07-08","July     ",418,"Jeff East",1,1,"San Felipe de Puerto Plata","Dominican Republic",467,"Intrigue Worst","Foreign",181,2164,2,2,"Jon Stephens",0.99,"2007-04-08",6
4939,"2005-07-08","July     ",425,"Francis Sikes",1,1,"San Juan Bautista Tuxtepec","Mexico",703,"Punk Divorce","Animation",100,3201,1,1,"Mike Hillyer",7.99,"2007-04-08",6
4940,"2005-07-08","July     ",215,"Jessie Banks",1,1,"Stara Zagora","Bulgaria",216,"Day Unfaithful","New",113,971,1,1,"Mike Hillyer",8.99,"2007-04-08",3
4941,"2005-07-08","July     ",553,"Max Pitt",1,1,"Novi Sad","Yugoslavia",835,"Spy Mile","Games",112,3816,2,2,"Jon Stephens",3.99,"2007-04-08",6
4942,"2005-07-08","July     ",120,"Sylvia Ortiz",1,1,"Dos Quebradas","Colombia",976,"Wind Phantom","Games",111,4467,2,2,"Jon Stephens",1.99,"2007-04-08",6
4943,"2005-07-08","July     ",11,"Lisa Anderson",1,1,"Sagamihara","Japan",599,"Mother Oleander","Sports",103,2732,2,2,"Jon Stephens",4.99,"2007-04-08",3
4944,"2005-07-08","July     ",293,"Mae Fletcher",1,1,"Donostia-San Sebastin","Spain",796,"Sierra Divide","Sports",135,3648,2,2,"Jon Stephens",6.99,"2007-04-08",3
4945,"2005-07-08","July     ",165,"Lorraine Stephens",1,1,"Hami","China",450,"Idols Snatchers","Children",84,2079,2,2,"Jon Stephens",2.99,"2007-04-08",5
4946,"2005-07-08","July     ",440,"Bernard Colby",1,1,"Dhule (Dhulia)","India",61,"Beauty Grease","Drama",175,272,1,1,"Mike Hillyer",7.99,"2007-04-08",5
4947,"2005-07-08","July     ",388,"Craig Morrell",1,1,"Cavite","Philippines",852,"Strangelove Desire","Children",103,3905,1,1,"Mike Hillyer",5.99,"2007-04-08",4
4948,"2005-07-08","July     ",518,"Gabriel Harder",1,1,"Sivas","Turkey",651,"Packer Madigan","Animation",84,2972,2,2,"Jon Stephens",6.99,"2007-04-08",3
4949,"2005-07-08","July     ",567,"Alfredo Mcadams",1,1,"Serpuhov","Russian Federation",263,"Durham Panky","Sports",154,1184,2,2,"Jon Stephens",4.99,"2007-04-08",6
4950,"2005-07-08","July     ",148,"Eleanor Hunt",1,1,"Saint-Denis","Runion",724,"Remember Diary","Family",110,3291,2,2,"Jon Stephens",2.99,"2007-04-08",5
4951,"2005-07-08","July     ",28,"Cynthia Young",1,1,"Munger (Monghyr)","India",608,"Murder Antitrust","Children",166,2766,1,1,"Mike Hillyer",4.99,"2007-04-08",6
4952,"2005-07-08","July     ",14,"Betty White",1,1,"Citrus Heights","United States",101,"Brotherhood Blanket","Documentary",73,459,1,1,"Mike Hillyer",0.99,"2007-04-08",3
4953,"2005-07-08","July     ",168,"Regina Berry",1,1,"Jinchang","China",537,"Lover Truman","Classics",75,2460,2,2,"Jon Stephens",2.99,"2007-04-08",3
4954,"2005-07-08","July     ",99,"Emily Diaz",1,1,"Kimchon","South Korea",136,"Chaplin License","New",146,627,2,2,"Jon Stephens",2.99,"2007-04-08",7
4955,"2005-07-08","July     ",225,"Arlene Harvey",1,1,"Ambattur","India",245,"Double Wrath","Animation",177,1103,2,2,"Jon Stephens",2.99,"2007-04-08",4
4956,"2005-07-08","July     ",477,"Dan Paine",1,1,"Stockport","United Kingdom",330,"Forrester Comancheros","Animation",112,1512,1,1,"Mike Hillyer",7.99,"2007-04-08",7
4957,"2005-07-08","July     ",399,"Danny Isom",1,1,"Okara","Pakistan",890,"Tights Dawn","Sports",172,4082,1,1,"Mike Hillyer",0.99,"2007-04-08",5
4958,"2005-07-08","July     ",346,"Arthur Simpkins",1,1,"Maikop","Russian Federation",512,"League Hellfighters","Classics",110,2354,1,1,"Mike Hillyer",8.99,"2007-04-08",5
4959,"2005-07-08","July     ",236,"Marcia Dean",1,1,"Tanza","Philippines",851,"Straight Hours","Sports",151,3898,2,2,"Jon Stephens",0.99,"2007-04-08",3
4960,"2005-07-08","July     ",434,"Eddie Tomlin",1,1,"Ozamis","Philippines",470,"Ishtar Rocketeer","Animation",79,2176,1,1,"Mike Hillyer",10.99,"2007-04-08",4
4961,"2005-07-08","July     ",96,"Diana Alexander",1,1,"Augusta-Richmond County","United States",803,"Slacker Liaisons","Drama",179,3668,2,2,"Jon Stephens",4.99,"2007-04-08",7
4962,"2005-07-08","July     ",532,"Neil Renner",1,1,"Cam Ranh","Vietnam",961,"Wash Heavenly","Foreign",161,4399,1,1,"Mike Hillyer",4.99,"2007-04-08",7
4963,"2005-07-08","July     ",404,"Stanley Scroggins",1,1,"Omiya","Japan",161,"Clue Grail","Music",70,737,2,2,"Jon Stephens",4.99,"2007-04-08",6
4964,"2005-07-08","July     ",455,"Jon Wiles",1,1,"El Alto","Bolivia",231,"Dinosaur Secretary","Family",63,1033,2,2,"Jon Stephens",2.99,"2007-04-08",7
4965,"2005-07-08","July     ",432,"Edwin Burk",1,1,"Newcastle","South Africa",117,"Candles Grapes","Games",135,535,1,1,"Mike Hillyer",5.99,"2007-04-08",6
4966,"2005-07-08","July     ",118,"Kim Cruz",1,1,"Grand Prairie","United States",951,"Voyage Legally","Classics",78,4360,1,1,"Mike Hillyer",0.99,"2007-04-08",6
4967,"2005-07-08","July     ",339,"Walter Perryman",1,1,"Xinxiang","China",22,"Amistad Midsummer","New",85,108,2,2,"Jon Stephens",3.99,"2007-04-08",6
4968,"2005-07-08","July     ",390,"Shawn Heaton",1,1,"Nakhon Sawan","Thailand",704,"Pure Runner","Comedy",121,3204,1,1,"Mike Hillyer",5.99,"2007-04-08",3
4969,"2005-07-08","July     ",231,"Georgia Jacobs",1,1,"Uttarpara-Kotrung","India",996,"Young Language","Documentary",183,4563,2,2,"Jon Stephens",0.99,"2007-04-08",6
4970,"2005-07-08","July     ",100,"Robin Hayes",1,1,"Jelets","Russian Federation",654,"Panky Submarine","Games",93,2983,1,1,"Mike Hillyer",8.99,"2007-04-08",4
4971,"2005-07-08","July     ",64,"Judith Cox",1,0,"Daxian","China",101,"Brotherhood Blanket","Documentary",73,460,1,1,"Mike Hillyer",5.99,"2007-04-08",3
4972,"2005-07-08","July     ",498,"Gene Sanborn",1,1,"Salala","Oman",535,"Love Suicides","Horror",181,2451,1,1,"Mike Hillyer",2.99,"2007-04-08",6
4973,"2005-07-08","July     ",432,"Edwin Burk",1,1,"Newcastle","South Africa",86,"Boogie Amelie","Music",121,391,1,1,"Mike Hillyer",4.99,"2007-04-08",6
4974,"2005-07-09","July     ",152,"Alicia Mills",1,1,"Nagaon","India",239,"Dogma Family","Animation",122,1071,1,1,"Mike Hillyer",4.99,"2007-04-08",5
4975,"2005-07-09","July     ",101,"Peggy Myers",1,1,"Abha","Saudi Arabia",816,"Snowman Rollercoaster","Animation",62,3730,2,2,"Jon Stephens",2.99,"2007-04-08",3
4976,"2005-07-09","July     ",199,"Beth Franklin",1,1,"Haiphong","Vietnam",134,"Champion Flatliners","Animation",51,617,1,1,"Mike Hillyer",4.99,"2007-04-08",4
4977,"2005-07-09","July     ",584,"Salvador Teel",1,1,"Banjul","Gambia",728,"Reunion Witches","Drama",63,3310,2,2,"Jon Stephens",0.99,"2007-04-08",3
4978,"2005-07-09","July     ",279,"Dianne Shelton",1,1,"Tabriz","Iran",564,"Massage Image","Animation",161,2578,1,1,"Mike Hillyer",7.99,"2007-04-08",4
4979,"2005-07-09","July     ",204,"Rosemary Schmidt",1,1,"Usak","Turkey",755,"Sabrina Midnight","Children",99,3447,1,1,"Mike Hillyer",4.99,"2007-04-08",5
4980,"2005-07-09","July     ",100,"Robin Hayes",1,1,"Jelets","Russian Federation",579,"Minds Truman","Action",149,2638,1,1,"Mike Hillyer",6.99,"2007-04-08",3
4981,"2005-07-09","July     ",399,"Danny Isom",1,1,"Okara","Pakistan",738,"Rocketeer Mother","Foreign",178,3363,2,2,"Jon Stephens",4.99,"2007-04-08",3
4982,"2005-07-09","July     ",162,"Lauren Hudson",1,1,"Le Mans","France",56,"Barefoot Manchurian","Action",129,249,1,1,"Mike Hillyer",2.99,"2007-04-08",6
4983,"2005-07-09","July     ",81,"Andrea Henderson",1,1,"Mahajanga","Madagascar",321,"Flash Wars","New",123,1469,2,2,"Jon Stephens",9.99,"2007-04-08",3
4984,"2005-07-09","July     ",214,"Kristin Johnston",1,1,"Sunnyvale","United States",287,"Entrapment Satisfaction","Action",176,1303,1,1,"Mike Hillyer",3.99,"2007-04-08",5
4985,"2005-07-09","July     ",208,"Lucy Wheeler",1,1,"Balurghat","India",464,"Intentions Empire","Animation",107,2146,2,2,"Jon Stephens",4.99,"2007-04-08",3
4986,"2005-07-09","July     ",589,"Tracy Herrmann",1,1,"Loja","Ecuador",770,"Scissorhands Slums","Foreign",147,3517,2,2,"Jon Stephens",2.99,"2007-04-08",5
4987,"2005-07-09","July     ",277,"Olga Jimenez",1,1,"Ogbomosho","Nigeria",222,"Desert Poseidon","Horror",64,996,2,2,"Jon Stephens",5.99,"2007-04-08",4
4988,"2005-07-09","July     ",433,"Don Bone",1,1,"Naala-Porto","Mozambique",596,"Moonshine Cabin","Games",171,2718,2,2,"Jon Stephens",7.99,"2007-04-08",4
4989,"2005-07-09","July     ",210,"Ella Oliver",1,1,"Aden","Yemen",732,"Rings Heartbreakers","Action",58,3326,1,1,"Mike Hillyer",3.99,"2007-04-08",5
4990,"2005-07-09","July     ",35,"Virginia Green",1,1,"Toulouse","France",727,"Resurrection Silverado","Family",117,3305,2,2,"Jon Stephens",0.99,"2007-04-08",6
4991,"2005-07-09","July     ",540,"Tyrone Asher",1,1,"Ruse","Bulgaria",403,"Harry Idaho","Drama",121,1856,1,1,"Mike Hillyer",4.99,"2007-04-08",5
4992,"2005-07-09","July     ",315,"Kenneth Gooden",1,0,"Bat Yam","Israel",451,"Igby Maker","Travel",160,2081,1,1,"Mike Hillyer",4.99,"2007-04-08",7
4993,"2005-07-09","July     ",517,"Brad Mccurdy",1,1,"Chungho","Taiwan",378,"Greatest North","Music",93,1740,1,1,"Mike Hillyer",2.99,"2007-04-08",5
4994,"2005-07-09","July     ",246,"Marian Mendoza",1,1,"Maring","Brazil",559,"Married Go","Sci-Fi",114,2546,1,1,"Mike Hillyer",2.99,"2007-04-08",7
4995,"2005-07-09","July     ",247,"Stella Moreno",1,1,"Coacalco de Berriozbal","Mexico",447,"Ice Crossing","Games",131,2063,1,1,"Mike Hillyer",2.99,"2007-04-08",5
4996,"2005-07-09","July     ",129,"Carrie Porter",1,1,"Liaocheng","China",970,"Westward Seabiscuit","Classics",52,4440,2,2,"Jon Stephens",0.99,"2007-04-08",7
4997,"2005-07-09","July     ",102,"Crystal Ford",1,1,"Ashdod","Israel",42,"Artist Coldblooded","Sports",170,186,2,2,"Jon Stephens",6.99,"2007-04-08",5
4998,"2005-07-09","July     ",534,"Christian Jung",1,0,"Amroha","India",45,"Attraction Newton","New",83,202,2,2,"Jon Stephens",4.99,"2007-04-08",5
4999,"2005-07-09","July     ",196,"Alma Austin",1,1,"Mannheim","Germany",391,"Half Outfield","Family",146,1797,1,1,"Mike Hillyer",4.99,"2007-04-08",6
5000,"2005-07-09","July     ",146,"Jamie Rice",1,1,"Sterling Heights","United States",145,"Chisum Behavior","Family",124,668,1,1,"Mike Hillyer",4.99,"2007-04-08",5
5001,"2005-07-09","July     ",40,"Amanda Carter",1,1,"Nador","Morocco",440,"Hunger Roof","Foreign",105,2025,2,2,"Jon Stephens",1.99,"2007-04-08",6
5002,"2005-07-09","July     ",430,"Ray Houle",1,1,"Dzerzinsk","Russian Federation",521,"Lies Treatment","Drama",147,2388,1,1,"Mike Hillyer",4.99,"2007-04-08",7
5003,"2005-07-09","July     ",569,"Dave Gardiner",1,1,"Leshan","China",753,"Rush Goodfellas","Family",48,3438,2,2,"Jon Stephens",0.99,"2007-04-08",3
5004,"2005-07-09","July     ",382,"Victor Barkley",1,1,"Manchester","United States",578,"Million Ace","Classics",142,2637,1,1,"Mike Hillyer",4.99,"2007-04-08",4
5005,"2005-07-09","July     ",451,"Jim Rea",1,1,"El Fuerte","Mexico",665,"Patton Interview","Horror",175,3034,1,1,"Mike Hillyer",3.99,"2007-04-08",4
5006,"2005-07-09","July     ",486,"Glen Talbert",1,1,"Acua","Mexico",282,"Encounters Curtain","Drama",92,1277,1,1,"Mike Hillyer",4.99,"2007-04-08",5
5007,"2005-07-09","July     ",207,"Gertrude Castillo",1,1,"Nuuk","Greenland",677,"Pianist Outfield","New",136,3079,1,1,"Mike Hillyer",0.99,"2007-04-08",6
5008,"2005-07-09","July     ",509,"Raul Fortier",1,1,"Chapra","India",180,"Conspiracy Spirit","Classics",184,824,2,2,"Jon Stephens",2.99,"2007-04-09",4
5009,"2005-07-09","July     ",102,"Crystal Ford",1,1,"Ashdod","Israel",337,"Frida Slipper","Foreign",73,1539,2,2,"Jon Stephens",5.99,"2007-04-09",6
5010,"2005-07-09","July     ",574,"Julian Vest",1,1,"Akishima","Japan",435,"Hotel Happiness","Foreign",181,1999,2,2,"Jon Stephens",4.99,"2007-04-09",6
5011,"2005-07-09","July     ",249,"Dora Medina",1,1,"Tianjin","China",102,"Bubble Grosse","Sports",60,463,2,2,"Jon Stephens",4.99,"2007-04-09",4
5012,"2005-07-09","July     ",251,"Vickie Brewer",1,1,"Halle/Saale","Germany",319,"Fish Opus","Sci-Fi",125,1456,1,1,"Mike Hillyer",2.99,"2007-04-09",4
5013,"2005-07-09","July     ",35,"Virginia Green",1,1,"Toulouse","France",658,"Paris Weekend","Horror",121,3000,1,1,"Mike Hillyer",2.99,"2007-04-09",7
5014,"2005-07-09","July     ",334,"Raymond Mcwhorter",1,1,"Sumqayit","Azerbaijan",892,"Titanic Boondock","Animation",104,4095,1,1,"Mike Hillyer",4.99,"2007-04-09",3
5015,"2005-07-09","July     ",178,"Marion Snyder",1,1,"Santa Brbara dOeste","Brazil",343,"Full Flatliners","Children",94,1564,1,1,"Mike Hillyer",2.99,"2007-04-09",6
5016,"2005-07-09","July     ",5,"Elizabeth Brown",1,1,"Nantou","Taiwan",408,"Head Stranger","Games",69,1871,1,1,"Mike Hillyer",4.99,"2007-04-09",4
